vergadering_id,vergadering_titel,vergadering_datum,activiteit_id,activiteit_titel,activiteit_onderwerp,speaker_name,speaker_party,speaker_role,speech_begin,speech_end,speech_text
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,Vijlbrief,,staatssecretaris van Financiën - Fiscaliteit en Belastingdienst,2020-10-13T14:16:19,2020-10-13T14:17:14,"Staatssecretaris Vijlbrief : Dat klopt. Dat klopt, maar de belangrijkste overkoepelende randvoorwaarde voor iedere anbi is natuurlijk dat ze algemeen nut beogend zijn. Dat wou ik hier maar even als leidraad pakken. Maar de heer Stoffer heeft groot gelijk. We hebben bij de Fiscale verzamelwet natuurlijk ongelofelijk diep en intens al die dingen waaraan een anbi moet voldoen, bediscussieerd. Maar als een anbi zeer duidelijk iets doet wat niet past in ""het algemeen nut beogend"" — en zo klinken deze praktijken — begin ik het wat ingewikkeld te vinden om daar een anbi-status aan te verbinden. Dat heeft te maken met het overkoepelende begrip ""algemeen nut beogende instelling"". Dat is precies de reden waarom ik net voorzichtig was en zei, toen er werd gevraagd of ik dan direct actie onderneem: dan moet ik kijken of de wet mij die ruimte biedt."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,Karabulut,SP,lid Tweede Kamer,2020-10-13T14:17:45,2020-10-13T14:19:47,"Mevrouw Karabulut (SP): Dank u wel, voorzitter. We hebben hier zo vaak gestaan, in discussie, in debat, met de minister van Buitenlandse Zaken over militaire steun aan jihadisten, oorlogsmisdadigers en bondgenoten van Al Qaida in Syrië, en over leugens die het parlement, ons, hierover zijn verteld. Dat was het zogenaamde NLA-programma, dat snel tot staatsgeheim is verklaard en snel in de doofpot is gestopt. Nu werd zaterdag op de radio het nieuws gebracht door het radioprogramma Argos dat Nederland miljoenen euro's betaalt, nog steeds, aan een voormalig kopstuk van een Syrische terreurorganisatie. Het gaat om Labib al-Nahhas, die in ieder geval tot 2017 bij de jihadistische mensenrechtenschenders van Ahrar al-Sham zat. Voorzitter. Hoe kan dit? Nederlandse uitreizigers die zich in het verleden bij deze organisatie, Ahrar al-Sham, aansloten, zijn door de Nederlandse rechter veroordeeld. Maar Nederland, de Nederlandse regering, de minister van Buitenlandse Zaken en deze minister, betalen een welbekend oud-kopstuk hiervan miljoenen euro's? Dat voelde en voelt echt als een klap in ons gezicht. Hoe is het mogelijk dat Buitenlandse Zaken — want dat stelt de minister van Buitenlandse Zaken — zegt niet geweten te hebben dat Nahhas een verleden had bij Ahrar al-Sham? Het was algemeen bekend. Deze figuur schreef zelfs opiniestukken in The Washington Post en allerlei Amerikaanse kranten. Maar ook Koos van Dam, die de Nederlandse Syriëgezant was van januari 2015 tot augustus 2016, wist het. Hij meldde dat de Kamer nog tijdens een rondetafelgesprek in 2018. Het is gewoon ongeloofwaardig dat de minister dit niet zou hebben geweten. Daar wil ik graag een reactie op van deze minister in eerste instantie."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:19:47,2020-10-13T14:23:56,"Minister Kaag : Dank u wel, mevrouw de voorzitter. Ik begrijp de vraag en de zorgen die zijn geuit natuurlijk heel goed. Dit zeg ik uiteraard ook namens minister Blok. Ahrar al-Sham is inderdaad een groepering waarvan we al eerder hebben gezegd dat ze een salafistische en jihadistische achtergrond heeft. Er zijn degelijke berichten over mensenrechtenschendingen. Wij willen dus ook weten wie er geprofiteerd heeft of zou kunnen hebben van deze financiering. Ahrar al-Sham, om dit duidelijk te stellen, wordt uiteraard niet op enigerlei wijze door Nederland gefinancierd, niet nu, niet in het verleden. Het project waarvan sprake was in het programma van Argos, werd door Nederland gecontracteerd via het European Institute of Peace. Dat is een intergouvernementele organisatie, opgericht door heel veel Europese landen, die zich inzet voor ondersteuning van vredesprocessen en dialoog, onder andere in Jemen, Afghanistan, Irak en ook Oekraïne. Wij doen dit, ook vanuit het ministerie, al sinds 2015. De verantwoordelijkheid, en ook de due diligence, voor de manier waarop het project wordt uitgevoerd, ligt in eerste instantie bij het EIP; zo werkt de contractuele basis ook. Het EIP bepaalt zelf met wie ze in zee gaan. Ze hebben dit ook gedaan. Ze hebben hun eigen due-diligenceprocedure. Maar — en hier komt het natuurlijk — het EIP heeft ervoor gekozen om een project te financieren via een Syrische organisatie die de dialoog bevordert voor wat betreft transitional justice, dus overgangsjustitie, zoals mevrouw Karabulut weet. Die organisatie heet SACD. Op een gegeven moment heeft de SACD een consultant — die is inmiddels projectdirecteur of -medewerker — aangesteld, genaamd Nahhas. Deze Labib al-Nahhas functioneerde tot 2016 als hoofd externe betrekkingen of hoofd woordvoering van Ahrar al-Sham. Hij is daar naar eigen zeggen weggegaan, zoals wij weten van het EIP en nu ook uit publiekelijke verklaringen, op basis van fundamentele verschillen en natuurlijk de gewelddadige ontwikkeling van Ahrar al-Sham in die periode. Nu is het volgende het geval. Het EIP is bewust met Labib al-Nahhas in zee gegaan met de volgende redenering: zijn zogenaamde meerwaarde voor een bijdrage aan een politieke oplossing en de vrijwillige en waardige terugkeer van ontheemden en vluchtelingen. Er zijn geen aanwijzingen dat Nahhas in de periode dat hij voor de SADC werkte, gefinancierd middels het EIP met onder andere Nederlands geld, op enigerlei wijze verbonden was met Ahrar al-Sham. Er zijn twee fundamentele kwesties, en die onderkennen wij ook. Eén. De due diligence van het EIP. Nederland heeft het EIP gecontracteerd. Het ministerie van Buitenlandse Zaken wist pas heel laat dat deze meneer Nahhas, die op enigerlei wijze in november 2019 werd genoemd in documenten, de bewuste Labib al-Nahhas was. Ik heb, in samenspraak met minister Blok, het EIP gevraagd om een uitvoerige schriftelijke toelichting op hun due diligence. In tweede instantie hadden wij dit namelijk willen weten om mogelijkerwijs tot een andere weging over te gaan. Het tweede besluitvormingsmoment is, denk ik, een belangrijkere in bredere zin. Nederland financiert veel organisaties via derde partijen. We hebben niet voldoende inzicht in of toezicht op wie of wat zij zijn. Wij gaan op het ministerie van Buitenlandse Zaken over tot een nieuwe risicoweging bij dit soort programma's en projecten."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:23:56,2020-10-13T14:26:23,"Minister Kaag : Het EIP heeft ons daar niet over ingelicht, nee. Het gaat namelijk via derde partijen. Wij financieren het EIP. Het EIP, een gerenommeerde organisatie, heeft een contractuele verplichting aan ons. Zij voeren hun eigen due diligence uit. Zij hebben een Syrische organisatie ingehuurd, die op een gegeven moment de heer Nahhas heeft gecontracteerd voor het voeren van dialoog. De heer Nahhas reist overigens vrij rond. Hij leeft in het VK en reist vrij rond in de Europese Unie. Hij staat op generlei lijst. Maar dit gezegd hebbende, is het inderdaad informatie die wij gehad zouden hebben willen om eventueel tot een andere weging over te gaan. Daarom heb ik deze twee opmerkingen gemaakt."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:26:23,2020-10-13T14:29:33,"Minister Kaag : Ik denk dat ik al een aantal vragen heb beantwoord, voor zover wij de kennis hebben. Ik wacht op een volledig schriftelijk rapport van het EIP over de details van hun due diligence. We moeten bedenken dat andere landen, zoals Canada, en ook organisaties zoals The European Endowment for Democracy directe steun aan dezelfde projecten geven. Het tweede is dat dit project, de SADC, bij de VN en ook bij het Syriëproces aanschuift. De SADC voert ook heel veel gesprekken met de Europese Unie. Ik kan niet oordelen over het extreme kader dat nu geschetst wordt. Ik zeg wel toe — ik heb al gezegd dat wij dit vanuit Buitenlandse Zaken belangrijk vinden — dat er een volledig rapport komt over de due diligence van het EIP. Dan volgt er een nieuw weegmoment van Buitenlandse Zaken en kan er een besluit worden genomen. Op dit moment is er geen informatie op grond waarvan ik nu al de toezegging kan doen dat wij de heer Nahhas gaan vervolgen. Zoals ik zei, woont hij in het Verenigd Koninkrijk. Hij reist vrijelijk. Hij wordt niet vermeld op enigerlei lijst. Dat pleit de man niet vrij; dat zeg ik daarmee absoluut niet. Maar wij hebben op dit moment geen informatie op grond waarvan ik nu al zo'n toezegging zou kunnen doen."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:29:33,2020-10-13T14:30:44,"Minister Kaag : Ik oordeel hier absoluut niet makkelijk over, maar ik probeer wel de rust en de redelijkheid te bewaren, zodat we een volledig inzicht in de feiten kunnen krijgen. We hebben een professionele gerenommeerde organisatie gecontracteerd, geleid door de voormalig staatssecretaris van Buitenlandse Zaken van Zweden. Er staat heel veel op het spel, ook voor deze organisatie. Wanneer je in crisisgebieden tot een dialoog en tot conflictbemiddeling wilt komen, zijn er vaak contacten middels derden nodig om de gesprekken te voeren die nodig zijn. Hiermee vel ik nog steeds geen ander waardeoordeel over Labib al-Nahhas. Ik en ook minister Blok delen de enorme zorgen die zijn geuit. Ik heb toegezegd dat wij een volledig schriftelijk onderzoek van het EIP afwachten. Buitenlandse Zaken financiert vaak organisaties in gebieden waar we nooit de reikwijdte, de controle en de informatie hebben om tot een betere risicobeoordeling te kunnen komen. Er moet vaak direct gehandeld worden. De derde vraag over de heer Nahhas nemen wij ook mee terug. We zijn er zelf al een onderzoek naar gestart, maar ik kan vooralsnog niet de toezegging doen dat deze man op basis van een serie van details vervolgd kan worden. Nog een laatste punt. Ahrar al-Sham was op de Riyad-conferentie van 2016. De eis voor deelname was dat men het doel zou onderschrijven van een vreedzame inclusieve politieke oplossing voor het proces in Syrië. Dit conflict heeft heel veel gezichten en vormen gekend, inclusief organisaties en bewegingen."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:30:44,2020-10-13T14:31:48,"Minister Kaag : Wij zijn er pas onlangs achter gekomen op het ministerie. Dat is natuurlijk heel zorgelijk. Ik zei al dat er op een ander moment misschien een heel andere weging had plaatsgevonden. Er worden meer dan 3.000 projecten en programma's namens Nederland op veel plekken in de wereld uitgevoerd. Nu zijn net bij deze elementen niet alle details naar boven gekomen. Het EIP is in gebreke gebleven door ons niet te informeren over het feit dat de heer Nahhas betrokken zou worden bij dit project. Op het moment van besluitvorming in 2018 figureerde naar mijn inzicht — dat wordt allemaal nog uitgezocht en weer gedeeld met deze Kamer, ook op basis van de vragen die gesteld zijn — niet de heer Labib al-Nahhas. Er was op dat moment dus geen wegingsmoment of een alarmbel die af had kunnen gaan. Dit is natuurlijk betreurenswaardig. Daarom ook weer willen collega Blok en ik uitkomen op een risicoaanscherping in de totale beoordeling."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:31:48,2020-10-13T14:32:29,"Minister Kaag : De subsidie is nog niet stopgezet. Wij wachten de volledige rapportage van het EIP af en komen heel snel tot een nieuw wegingsmoment, inclusief het mogelijke stopzetten van de financiering, tenzij het EIP bijvoorbeeld overgaat tot het opzeggen van het contract met de heer Nahhas. Er zijn verschillende mogelijkheden om dat te doen."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:32:29,2020-10-13T14:34:02,"Minister Kaag : Ja, maar het geld is hier niet het enige. Het gaat namelijk om het Syriëbeleid van dit kabinet. Dit is een project dat gericht is op politieke dialoog en aansluit bij de inspanningen van het Nederlandse kabinet. Daarom wordt ook vaak de politieke gezant genoemd. De gesprekken zijn veelal gevoerd op politiek niveau, zowel in Brussel als in Den Haag. Het is dus minder interessant wat het potje is. Het gaat er meer om wat de inzet was op politiek niveau. Nederland wilde ook graag een bijdrage leveren aan de wederopbouw, het herstel en vooral het inclusieve politieke proces. Daarom is de bron van het geld niet zo relevant in de weging en trekken minister Blok en ik hierin samen op."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:34:02,2020-10-13T14:35:34,"Minister Kaag : In eerste instantie zijn er al veel vragen gesteld. Daarbij komen alle details aan de orde, zoals de financiële verklaringen en het totaalinzicht in het bedrag dat, nogmaals, aan het EIP is uitgekeerd. Het EIP zoekt zijn partners daarbij uit. Ten tweede werp ik natuurlijk de suggestie verre van het kabinet alsof wij hier willens en wetens terreur, terrorisme of van terreur verdachte mensen direct of indirect zouden financieren. Ten derde is niemand hier een vertegenwoordiger of spokesperson voor meneer Nahhas, maar de heer Nahhas heeft Ahrar al-Sham in 2016 verlaten, reist vrijelijk rond als Spaans staatsburger en woont in het Verenigd Koninkrijk. Ik geloof niet dat wij op basis van Unierecht op dit moment de mogelijkheid hebben hem de toegang tot het Nederlandse grondgebied te ontzeggen, maar wij nemen alle vragen tot een betere weging over de heer Nahhas mee. Maar het startpunt is: wat heeft het EIP gedaan en hoe kijken we daar nu naar? De vervolgweging komt snel en ik zeg u dit alles toe in een brief van de heer Blok en mijzelf."
71ab8f79-1c3b-4070-80cb-66c0e86ee1da,"13e vergadering, dinsdag 13 oktober 2020",2020-10-13T00:00:00,4f0f8f31-64b9-4709-a777-a8e70eb36886,Vragenuur,Vragenuur,S.A.M. Kaag,,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,2020-10-13T14:35:34,2020-10-13T14:35:46,"Minister Kaag : Aangezien tot voor kort op ambtelijk niveau niet bekend was dat het om de heer Labib al-Nahhas ging, denk ik dat er weinig schriftelijke wisselingen zijn geweest. Maar dit moet allemaal nog in kaart gebracht worden. Dit vergt een paar dagen."
