Id,Soort,Onderwerp,Datum,Aanvangstijd,Eindtijd,Status,Vergaderjaar,Kamer
c571226a-09b3-4e41-beba-001938a2009d,Algemeen overleg,Regionale benadering binnen ontwikkelingssamenwerking verplaatst naar 22 maart,2012-03-21T10:00:00+01:00,2012-03-21T10:00:00+01:00,2012-03-21T12:00:00+01:00,Verplaatst,2011-2012,Tweede Kamer
8fc13e1d-d875-46d1-bdf0-001b3f52e5d9,E-mailprocedure,Verzoek brief Hongarije inzake wettelijk verbod op Pride-marsen,2025-03-21T14:00:00+01:00,2025-03-21T14:00:00+01:00,2025-03-21T14:00:00+01:00,Uitgevoerd,2024-2025,Tweede Kamer
846445ed-9377-4ded-b7f7-001c14965591,Commissiedebat,Vreemdelingen- en asielbeleid,2022-06-30T14:30:00+02:00,2022-06-30T14:30:00+02:00,2022-06-30T18:00:00+02:00,Uitgevoerd,2021-2022,Tweede Kamer
9a322dd5-e4d8-484c-aa43-001c73ddef9b,Inbreng schriftelijk overleg,Herijking Wgp-maximumprijzen per 1 april 2021 en aanbieding ontwerpregeling,2021-01-13T14:00:00+01:00,2021-01-13T14:00:00+01:00,2021-01-13T14:00:00+01:00,Uitgevoerd,2020-2021,Tweede Kamer
d3829d63-88ad-48bb-934d-001ee40f52d8,Werkbezoek,Besloten werkbezoek aan de Autoriteit Financiële Markten (AFM),2009-05-25T11:00:00+02:00,2009-05-25T11:00:00+02:00,2009-05-25T14:00:00+02:00,Uitgevoerd,2008-2009,Tweede Kamer
c191682a-a5e5-432f-b928-001f5360629e,Procedurevergadering,Procedurevergadering commissie voor Binnenlandse Zaken (videoverbinding),2020-09-03T11:30:00+02:00,2020-09-03T11:30:00+02:00,2020-09-03T12:30:00+02:00,Uitgevoerd,2019-2020,Tweede Kamer
283133b3-21f3-459a-920b-001f60069c4a,Vragenuur,Vragenuur,2016-05-24T14:00:00+02:00,2016-05-24T14:00:00+02:00,2016-05-24T23:59:00+02:00,Uitgevoerd,2015-2016,Tweede Kamer
14f46523-c31c-4299-b2eb-001f80639af4,Stemmingen,Aansluitend aan het VSO: stemmingen (over de incidentele suppletoire begroting DNB winstafdracht (33 548) en moties ingediend bij het VSO contractonderhandelingen GGZ-sector),2013-02-28T17:50:00+01:00,2013-02-28T17:50:00+01:00,2013-02-28T23:59:00+01:00,Uitgevoerd,2012-2013,Tweede Kamer
3793e0a1-264b-4c29-84a0-001fba21fb9f,Wetgevingsoverleg,Wet aanvullende regelingen hersteloperatie toeslagen,2023-06-12T18:00:00+02:00,2023-06-12T18:00:00+02:00,2023-06-12T23:00:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
c3823ae4-b43b-43cb-8219-001fc4d50f94,E-mailprocedure,"Verzoek van het lid Van Strien (VVD) om een technische briefing over wetsvoorstel Wet veiligheidstoets investeringen, fusies en overnames (Kamerstuk 35880)",2022-03-28T15:00:00+02:00,2022-03-28T15:00:00+02:00,2022-03-28T15:00:00+02:00,Uitgevoerd,2021-2022,Tweede Kamer
dabcbd96-4749-4702-9b5f-0020cc00a5eb,Plenair debat (tweeminutendebat),Tweeminutendebat Bestuurlijke organisatie en democratie (CD 12/2),2025-05-21T18:45:00+02:00,2025-05-21T18:45:00+02:00,2025-05-21T19:10:00+02:00,Uitgevoerd,2024-2025,Tweede Kamer
d38451b4-e095-445f-8720-0023be082e6a,Inbreng feitelijke vragen,Wijziging van de begrotingsstaten van Buitenlandse Handel en Ontwikkelingssamenwerking voor het jaar 2015 ,2015-12-03T14:00:00+01:00,2015-12-03T14:00:00+01:00,2015-12-03T14:00:00+01:00,Uitgevoerd,2015-2016,Tweede Kamer
18f5fe08-de4a-4b45-a4e8-0025c62d2413,Inbreng verslag (wetsvoorstel),Wijziging van de Gaswet en Mijnbouwwet in verband met de beëindiging van de gaswinning uit het Groningenveld,2023-12-21T14:00:00+01:00,2023-12-21T14:00:00+01:00,2023-12-21T14:00:00+01:00,Uitgevoerd,2023-2024,Tweede Kamer
6e997a13-804d-463a-a892-00272b49bdc1,E-mailprocedure,"[SPOED EMAILPROCEDURE] Voorstel van het lid Lodders (VVD) om vóór aanvang van de Extra Landbouwraad van a.s. maandag een brief van de staatssecretaris van EZ te ontvangen met een reactie op het bericht dat de Franse regering 3 miljard euro steun, bovenop de reeds toegezegde 600 miljoen euro, aan de Franse varkenshouders heeft toegezegd, waarin de staatssecretaris ook ingaat op de hieronder genoemde specifieke vragen",2015-09-04T15:30:00+02:00,2015-09-04T15:30:00+02:00,2015-09-04T15:30:00+02:00,Uitgevoerd,2014-2015,Tweede Kamer
35affaba-f1da-48b4-80fe-002850614129,Inbreng verslag (wetsvoorstel),Wijziging van de Wet natuurbescherming en de Omgevingswet (stikstofreductie en natuurverbetering),2020-11-09T12:00:00+01:00,2020-11-09T12:00:00+01:00,2020-11-09T12:00:00+01:00,Uitgevoerd,2020-2021,Tweede Kamer
2acb622c-88c2-42f4-867f-0028e8d57e5d,Beëdiging,Beëdiging van mw. A. Hazekamp (PvdD),2012-01-24T15:01:00+01:00,2012-01-24T15:01:00+01:00,2012-01-24T23:59:00+01:00,Uitgevoerd,2011-2012,Tweede Kamer
fb05fa5f-125e-4d5b-a24d-00296c83fd78,Plenair debat (dertigledendebat),Dertigledendebat over de toegenomen arbeidsmigratie uit Zuid- en Oost-Europa ,2013-05-30T16:15:00+02:00,2013-05-30T16:15:00+02:00,2013-05-30T23:59:00+02:00,Uitgevoerd,2012-2013,Tweede Kamer
af900880-ad53-4ea7-9d18-002988729183,Algemeen overleg,Rapportage mbo 2010,2010-04-14T10:00:00+02:00,2010-04-14T10:00:00+02:00,2010-04-14T13:00:00+02:00,Uitgevoerd,2009-2010,Tweede Kamer
1a20ed4c-2d9b-448f-ba61-0029b71861a1,Inbreng verslag (wetsvoorstel),"Goedkeuring van het op 15 juni 2005 te 's Gravenhage tot stand gekomen Verdrag inzake sociale zekerheid tussen het Koninkrijk der Nederlanden en de Republiek Chili houdende herziening van het Verdrag inzake sociale zekerheid tussen het Koninkrijk der Nederlanden en de Republiek Chili, getekend te Santiago op 10 januari 1996 (Trb.2005, 194) (33809)",2015-01-23T14:00:00+01:00,2015-01-23T14:00:00+01:00,2015-01-23T14:00:00+01:00,Uitgevoerd,2014-2015,Tweede Kamer
5e41e426-fffc-4ff1-b7b5-002a90d43165,Inbreng feitelijke vragen,Strategisch Koersdocument 2026 CBR,2022-02-09T12:00:00+01:00,2022-02-09T12:00:00+01:00,2022-02-09T12:00:00+01:00,Uitgevoerd,2021-2022,Tweede Kamer
2ceac924-d7fa-49ee-860c-002af8a756ea,Regeling van werkzaamheden,Regeling van werkzaamheden,2023-03-07T15:30:00+01:00,2023-03-07T15:30:00+01:00,2023-03-07T16:15:00+01:00,Uitgevoerd,2022-2023,Tweede Kamer
e82f7c89-e6f8-4b97-a3d7-002d6fd4a634,Beëdiging,Beëdiging van de leden,2012-09-20T13:00:00+02:00,2012-09-20T13:00:00+02:00,2012-09-20T23:59:00+02:00,Uitgevoerd,2012-2013,Tweede Kamer
e481051c-baa8-406e-8621-002db8bf53b9,Hamerstukken,Wijziging van de Wet inburgering 2021 (36535),2025-02-06T10:15:00+01:00,2025-02-06T10:15:00+01:00,2025-02-06T10:16:00+01:00,Uitgevoerd,2024-2025,Tweede Kamer
1e1746e6-6cb6-43ea-a156-002f5e4ba947,Petitie,Aanbieding Zwartboek stemmen in het buitenland door de Wereldomroep,2010-06-29T13:45:00+02:00,2010-06-29T13:45:00+02:00,2010-06-29T14:00:00+02:00,Uitgevoerd,2009-2010,Tweede Kamer
8da90c5c-0794-43d4-9e95-0030b691c4b6,Hoorzitting,Hoorzitting met Rijkswaterstaat en de ILT over de besluitvorming rond het gebruik van vervuilende staalslakken,2025-06-03T17:30:00+02:00,2025-06-03T17:30:00+02:00,2025-06-03T19:00:00+02:00,Uitgevoerd,2024-2025,Tweede Kamer
a5d33db5-6ac2-430f-9fe0-0031ac6eb2d4,Plenair debat (wetgeving),Begroting Defensie (34 550-X) (voortzetting),2016-11-17T10:15:00+01:00,2016-11-17T10:15:00+01:00,2016-11-17T23:59:00+01:00,Uitgevoerd,2015-2016,Tweede Kamer
a162a61f-70f8-48a9-b6d5-003226860056,Algemeen overleg,Maatschappelijk Verantwoord Ondernemen ,2012-04-11T10:00:00+02:00,2012-04-11T10:00:00+02:00,2012-04-11T12:00:00+02:00,Uitgevoerd,2011-2012,Tweede Kamer
ab06d1d0-16d4-46dd-bc81-0034527ba936,Inbreng verslag (wetsvoorstel),Wijziging van onder meer de Wet educatie en beroepsonderwijs met het oog op de verbetering van de rechtsbescherming van mbo-studenten,2020-12-03T10:00:00+01:00,2020-12-03T10:00:00+01:00,2020-12-03T10:00:00+01:00,Uitgevoerd,2020-2021,Tweede Kamer
ad299d5f-dc42-4f6f-9ce5-00349fa9c999,Procedurevergadering,Vergadering commissie voor de Werkwijze,2024-11-07T09:30:00+01:00,2024-11-07T09:30:00+01:00,2024-11-07T10:00:00+01:00,Uitgevoerd,2024-2025,Tweede Kamer
fa03d573-22af-4ff0-9002-0034fd14c0ee,Stemmingen,EINDE VERGADERING: STEMMINGEN (over de moties ingediend bij de Algemene Politieke Beschouwingen),2015-09-17T22:55:00+02:00,2015-09-17T22:55:00+02:00,2015-09-17T23:59:00+02:00,Uitgevoerd,2015-2016,Tweede Kamer
69061127-c5c3-4d47-a747-0035fc358183,Wetgevingsoverleg,Verantwoordingsdebat Slotwet 2011 en Jaarverslag OCW 2011,2012-06-20T10:00:00+02:00,2012-06-20T10:00:00+02:00,2012-06-20T13:00:00+02:00,Uitgevoerd,2011-2012,Tweede Kamer
e2e0ac9c-f900-4414-b401-0036c0349edc,Procedurevergadering,Procedurevergadering cie. Binnenlandse Zaken ,2013-04-04T11:30:00+02:00,2013-04-04T11:30:00+02:00,2013-04-04T12:30:00+02:00,Uitgevoerd,2012-2013,Tweede Kamer
96118e4f-6603-4c8e-a305-003b03cc77dd,Regeling van werkzaamheden,Aanvang middagvergadering: Regeling van werkzaamheden,2017-11-08T14:40:00+01:00,2017-11-08T14:40:00+01:00,2017-11-08T15:00:00+01:00,Uitgevoerd,2017-2018,Tweede Kamer
0e2f97b7-e696-477c-8ef9-003b4565f5e0,Algemeen overleg,EU-Sportraad d.d. 13-14 oktober 2011,2011-10-06T10:00:00+02:00,2011-10-06T10:00:00+02:00,2011-10-06T11:30:00+02:00,Uitgevoerd,2011-2012,Tweede Kamer
2f51269f-1377-46b3-968e-003ccb1ba958,Inbreng schriftelijk overleg,"30597-48, Rapport Taskforce Linschoten",2009-03-05T14:00:00+01:00,2009-03-05T14:00:00+01:00,2009-03-05T14:00:00+01:00,Uitgevoerd,2008-2009,Tweede Kamer
16ab2352-bd16-409b-9653-003d68f37e3b,E-mailprocedure,Activiteiten komende week n.a.v. aftreden kabinet,2021-01-18T12:00:00+01:00,2021-01-18T12:00:00+01:00,2021-01-18T12:00:00+01:00,Uitgevoerd,2020-2021,Tweede Kamer
a5fcfc23-85e5-448b-98d8-003de3be1375,Commissiedebat,Medische kindzorg,2023-06-13T17:00:00+02:00,2023-06-13T17:00:00+02:00,2023-06-13T19:00:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
b9feb165-faeb-4778-9bb0-003f756d0a7a,Vragenuur,Vragenuur,2014-04-08T14:00:00+02:00,2014-04-08T14:00:00+02:00,2014-04-08T23:59:00+02:00,Uitgevoerd,2013-2014,Tweede Kamer
8c30b52d-fe55-42b3-8835-00404114d974,Gesprek,SpaceNed,2011-03-10T13:30:00+01:00,2011-03-10T13:30:00+01:00,2011-03-10T14:30:00+01:00,Uitgevoerd,2010-2011,Tweede Kamer
62da553b-bc23-4527-9fb9-004333184d19,Algemeen overleg,Kinderopvang ,2016-09-28T14:00:00+02:00,2016-09-28T14:00:00+02:00,2016-09-28T17:00:00+02:00,Uitgevoerd,2015-2016,Tweede Kamer
00e80d80-3fd0-4b51-8f34-0043fbcf46da,Inbreng feitelijke vragen,"Rapport van de Algemene Rekenkamer bij het jaarverslag over het Ministerie van Onderwijs, Cultuur en Wetenschap 2019 vragen aan de Rekenkamer ",2020-05-28T10:00:00+02:00,2020-05-28T10:00:00+02:00,2020-05-28T10:00:00+02:00,Uitgevoerd,2019-2020,Tweede Kamer
d56e4e22-b3f5-4d51-8e88-00441713df36,Inbreng schriftelijk overleg,Fokuswonen en keuze van dienstverlening - 30597-260,2012-11-01T14:00:00+01:00,2012-11-01T14:00:00+01:00,2012-11-01T14:00:00+01:00,Uitgevoerd,2012-2013,Tweede Kamer
865642ff-e6a9-4894-8a20-0044de79973b,Plenair debat (dertigledendebat),Dertigledendebat over de gezondheidseffecten van luchtvervuiling ,2016-01-25T00:00:00+01:00,,,Geannuleerd,2014-2015,Tweede Kamer
202bd406-cdde-406d-a1f8-00461972cd28,Procedurevergadering,Procedurevergadering Financiën ,2009-03-18T16:15:00+01:00,2009-03-18T16:15:00+01:00,2009-03-18T17:15:00+01:00,Uitgevoerd,2008-2009,Tweede Kamer
08e21752-17f8-4f38-8105-0046c7ffbca4,Inbreng feitelijke vragen,A-brief inzake bescherming tegen geïmproviseerde explosieven ,2012-11-22T12:00:00+01:00,2012-11-22T12:00:00+01:00,2012-11-22T12:00:00+01:00,Uitgevoerd,2012-2013,Tweede Kamer
c32d597f-2af4-429c-92dc-004729f520da,Inbreng feitelijke vragen,Rapport resultaten verantwoordingsonderzoek 2024 bij het Provinciefonds (vragen aan de Algemene Rekenkamer) (36740-C-2),2025-05-28T15:00:00+02:00,2025-05-28T15:00:00+02:00,2025-05-28T15:00:00+02:00,Uitgevoerd,2024-2025,Tweede Kamer
abc7840a-4cd0-4a71-a1b4-0047cb3405af,Inbreng feitelijke vragen,Feitelijke vragen ontmoeting met de heer Van Rompuy op 5 juni 2012,2014-05-27T12:00:00+02:00,2014-05-27T12:00:00+02:00,2014-05-27T12:00:00+02:00,Uitgevoerd,2013-2014,Tweede Kamer
115fd252-49cf-4a47-9b0a-004855973cd9,Wetgevingsoverleg,"Raming der voor de Tweede Kamer in 2024 benodigde uitgaven, alsmede aanwijzing en raming van de ontvangsten",2023-06-19T10:00:00+02:00,2023-06-19T10:00:00+02:00,2023-06-19T17:00:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
7d69d6f0-ea50-40cb-9848-00486947d494,Hamerstukken,"Hamerstuk: Verslagen van de commissie voor de Verzoekschriften en de Burgerinitiatieven (31 756, nrs. 45 t/m 50)",2009-06-11T10:15:00+02:00,2009-06-11T10:15:00+02:00,,Uitgevoerd,2008-2009,Tweede Kamer
f4b97201-bfbf-4323-909a-0049bca4ac7b,Plenair debat (overig),Debat naar aanleiding van de Europese Top van 25 en 26 juni 2015 ,2015-06-30T17:00:00+02:00,2015-06-30T17:00:00+02:00,2015-06-30T23:59:00+02:00,Uitgevoerd,2014-2015,Tweede Kamer
8ce9f613-e5eb-4a6b-a8eb-004b31683cc4,Procedurevergadering,Procedurevergadering LNV,2008-09-30T16:00:00+02:00,2008-09-30T16:00:00+02:00,2008-09-30T17:00:00+02:00,Geannuleerd,2008-2009,Tweede Kamer
dde370ec-ad9f-4d2a-a208-004df30bb70a,Plenair debat (wetgeving),"Begroting Onderwijs, Cultuur en Wetenschap (VIII) (inclusief het onderdeel Groen onderwijs) (voortzetting)",2017-12-07T10:16:00+01:00,2017-12-07T10:16:00+01:00,2017-12-07T17:00:00+01:00,Uitgevoerd,2017-2018,Tweede Kamer
60c10a62-e89f-4938-9c87-004f1bf802a6,Procedurevergadering,Procedurevergadering,2011-12-01T13:00:00+01:00,2011-12-01T13:00:00+01:00,2011-12-01T14:00:00+01:00,Uitgevoerd,2011-2012,Tweede Kamer
4d7172ce-2a32-4a8d-9913-005512a86e01,Technische briefing,Autoriteit Persoonsgegevens (AP) over online openbaarmaking Centraal Archief Bijzondere Rechtspleging (CABR) (geannuleerd),2025-04-02T14:30:00+02:00,2025-04-02T14:30:00+02:00,2025-04-02T15:30:00+02:00,Geannuleerd,2024-2025,Tweede Kamer
aa9fe1d1-0fe4-459d-8313-0055c29dd7f0,Inbreng feitelijke vragen,Wijziging van de begrotingsstaat van het Defensiematerieelbegrotingsfonds voor het jaar 2021,2021-12-06T14:00:00+01:00,2021-12-06T14:00:00+01:00,2021-12-06T14:00:00+01:00,Uitgevoerd,2021-2022,Tweede Kamer
c71f7419-0a93-4970-b7cf-00565a11e936,Inbreng schriftelijk overleg,Initiatiefnota leden Berckmoes-Duindam en Van der Linde over beschermd wonen,2016-11-29T14:00:00+01:00,2016-11-29T14:00:00+01:00,2016-11-29T14:00:00+01:00,Uitgevoerd,2016-2017,Tweede Kamer
2838325e-9f83-4a1b-8f60-0056ac8fc31c,Procedurevergadering,Procedurevergadering LNV,2009-10-06T15:30:00+02:00,2009-10-06T15:30:00+02:00,2009-10-06T16:30:00+02:00,Uitgevoerd,2009-2010,Tweede Kamer
e294e678-9fa3-4987-814b-00571d9f5b68,Inbreng verslag (wetsvoorstel),Wet bekostiging financieel toezicht 2019,2018-03-08T14:00:00+01:00,2018-03-08T14:00:00+01:00,2018-03-08T14:00:00+01:00,Uitgevoerd,2017-2018,Tweede Kamer
0930330d-2444-4844-afd6-005736bb23f0,E-mailprocedure,E-mailprocedure,2019-07-18T16:00:00+02:00,2019-07-18T16:00:00+02:00,2019-07-18T16:00:00+02:00,Uitgevoerd,2018-2019,Tweede Kamer
e4c53910-500c-4c54-baeb-00589496a50c,Procedurevergadering,Procedures en brieven,2025-11-13T13:00:00+01:00,2025-11-13T13:00:00+01:00,2025-11-13T14:00:00+01:00,Geannuleerd,2024-2025,Tweede Kamer
ae71e4e8-f1b8-432d-a14b-0059aca30df9,Plenair debat (tweeminutendebat),"VAO BES-eilanden (AO d.d. 28/06)
",2012-07-05T18:00:00+02:00,2012-07-05T18:00:00+02:00,2012-07-05T23:59:00+02:00,Uitgevoerd,2011-2012,Tweede Kamer
9ea0f990-14c0-41bb-9845-005ae09467f1,Algemeen overleg,Geneesmiddelenbeleid (verplaatst naar woensdag 25 maart 2015),2015-05-27T14:00:00+02:00,2015-05-27T14:00:00+02:00,2015-05-27T17:00:00+02:00,Verplaatst,2014-2015,Tweede Kamer
f1f0797e-8ca6-409d-8a2a-005b5c46ac1b,Inbreng schriftelijk overleg,Nationaal Programma Onderwijs: voortgang najaar 2021,2021-12-15T10:00:00+01:00,2021-12-15T10:00:00+01:00,2021-12-15T10:00:00+01:00,Uitgevoerd,2021-2022,Tweede Kamer
bd5e9be8-5f0c-47f1-b487-005bcb8b6fc4,Procedurevergadering,Bespreking van de conceptverslagen van de commissie voor de Verzoekschriften en de Burgerinitiatieven ,2018-01-25T13:00:00+01:00,2018-01-25T13:00:00+01:00,2018-01-25T13:30:00+01:00,Geannuleerd,2017-2018,Tweede Kamer
5f44056c-c5a2-4dfc-9483-005c61d11960,Vergadering,Bouwbegeleidingscommissie,2018-01-17T16:15:00+01:00,2018-01-17T16:15:00+01:00,2018-01-17T17:00:00+01:00,Uitgevoerd,2017-2018,Tweede Kamer
82501bff-b93f-4c89-a2a0-005d1170d5d5,Petitie,"Waterschap Hunze en Aa, vismigratie",2008-11-18T13:00:00+01:00,2008-11-18T13:00:00+01:00,2008-11-18T13:15:00+01:00,Uitgevoerd,2008-2009,Tweede Kamer
fd577086-e627-4ce9-9a07-005ee6220d89,Vragenuur,Vragenuur,2023-04-04T14:00:00+02:00,2023-04-04T14:00:00+02:00,2023-04-04T15:00:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
4960dce2-6c45-4432-8ec0-005fffaec772,Vergadering,Kunstcommissie,2018-07-02T14:30:00+02:00,2018-07-02T14:30:00+02:00,2018-07-02T16:00:00+02:00,Uitgevoerd,2017-2018,Tweede Kamer
2b6fb678-1034-420b-9540-006151a9b2a3,Technische briefing,Jaarverslagen door Jetten en Middendorp,2017-06-21T11:30:00+02:00,2017-06-21T11:30:00+02:00,2017-06-21T12:30:00+02:00,Uitgevoerd,2016-2017,Tweede Kamer
cf2070f1-4604-4645-8fdd-0061cc072e51,Delegatievergadering,Werkbezoek Berlijn ,2018-11-21T11:30:00+01:00,2018-11-21T11:30:00+01:00,2018-11-21T12:00:00+01:00,Uitgevoerd,2018-2019,Tweede Kamer
445f0177-94c5-4e2b-975c-0062705a770d,Inbreng schriftelijk overleg,Voorhang ontwerp uitvoeringsregelgeving Wet natuurbescherming ,2016-06-02T12:00:00+02:00,2016-06-02T12:00:00+02:00,2016-06-02T12:00:00+02:00,Uitgevoerd,2015-2016,Tweede Kamer
ec668190-6342-4bd3-959d-0064417e58ac,Hoorzitting,Hoorzitting met de beoogde bewindspersonen van het ministerie van Justitie en Veiligheid,2024-06-24T13:30:00+02:00,2024-06-24T13:30:00+02:00,2024-06-24T16:00:00+02:00,Uitgevoerd,2023-2024,Tweede Kamer
15c723b7-7291-4660-b91d-006465a0be24,Technische briefing,Verdeelmodellen van het Inkomensdeel (I-deel) en het Participatiebudget,2014-05-20T16:30:00+02:00,2014-05-20T16:30:00+02:00,2014-05-20T18:30:00+02:00,Uitgevoerd,2013-2014,Tweede Kamer
f7fac3a8-209b-4589-af81-0064893b1224,Vergadering,Voorbereidingsgroep extern onderzoek taken en functies Europese Commissie,2019-09-05T13:30:00+02:00,2019-09-05T13:30:00+02:00,2019-09-05T14:30:00+02:00,Uitgevoerd,2019-2020,Tweede Kamer
55562012-5734-4697-be8e-0067f1f35a9b,Plenair debat (tweeminutendebat),VAO Kansspelen (AO d.d. 08/12),2009-12-17T15:00:00+01:00,2009-12-17T15:00:00+01:00,,Uitgevoerd,2009-2010,Tweede Kamer
06ca979f-b612-47b0-aa21-00694d74f715,Hamerstukken,Hamerstuk: Wijziging van het Burgerlijk Wetboek en het Burgerlijk Wetboek BES houdende de omzetting van aandelen aan toonder in aandelen op naam ten behoeve van de vaststelling van de identiteit van houders van deze aandelen (Wet omzetting aandelen aan toonder) (34930),2019-01-31T10:15:00+01:00,2019-01-31T10:15:00+01:00,2019-01-31T10:16:00+01:00,Uitgevoerd,2018-2019,Tweede Kamer
71e7af95-8656-4e6b-8d1c-006b33a9c607,Procedurevergadering,Extra procedurevergadering (direct aansluitend aan de voorafgaande procedurevergadering),2019-06-19T11:30:00+02:00,2019-06-19T11:30:00+02:00,2019-06-19T12:00:00+02:00,Uitgevoerd,2018-2019,Tweede Kamer
d9b79b2d-e55a-41e2-9a4d-006bb6d65139,Rondetafelgesprek,Langdurige zorg,2013-05-16T09:30:00+02:00,2013-05-16T09:30:00+02:00,2013-05-16T14:30:00+02:00,Uitgevoerd,2012-2013,Tweede Kamer
1543f84b-f91f-4366-95f1-006d02ffdc8c,E-mailprocedure,Verzoek om uitstel van het algemeen overleg inzake de Indische kwestie (Back pay) d.d. 1 juli 2015,2015-06-30T14:00:00+02:00,2015-06-30T14:00:00+02:00,2015-06-30T14:00:00+02:00,Uitgevoerd,2014-2015,Tweede Kamer
9da601a9-be18-42aa-b3ad-006dcd18ea91,Commissiedebat,Arbeidsmigratie,2024-09-04T10:00:00+02:00,2024-09-04T10:00:00+02:00,2024-09-04T14:00:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
f65fdbfe-73cd-4eef-9b41-006e1fef7ae8,Bijzondere procedure,"Het lid Gesthuizen ontvangt in een bijzondere procedure de Adviesraad voor Wetenschap, Technologie en Innovatie (AWTI) om te spreken over het advies ‘Klaar voor de Toekomst’  ",2015-10-01T15:30:00+02:00,2015-10-01T15:30:00+02:00,2015-10-01T16:30:00+02:00,Geannuleerd,2015-2016,Tweede Kamer
f5415455-2bff-4557-8568-0070384596c7,Commissiedebat,Raad van Europa ( wordt omgezet in een SO),2024-04-25T10:00:00+02:00,2024-04-25T10:00:00+02:00,2024-04-25T12:00:00+02:00,Geannuleerd,2023-2024,Tweede Kamer
2a9b46e0-0a84-45d0-b9d9-007105ab18db,Werkbezoek,Waddengebied,2026-02-06T09:00:00+01:00,2026-02-06T09:00:00+01:00,2026-02-07T14:00:00+01:00,Uitgevoerd,2025-2026,Tweede Kamer
e792fd27-671c-4af1-9d88-00744f2d021f,Algemeen overleg,Informele JBZ-Raad Boekarest op 7 en 8 februari 2019,2019-02-06T10:00:00+01:00,2019-02-06T10:00:00+01:00,2019-02-06T12:00:00+01:00,Uitgevoerd,2018-2019,Tweede Kamer
5cabc154-4708-4457-9ed2-00745ca3ee9f,Procedurevergadering,Procedurevergadering,2021-09-30T12:30:00+02:00,2021-09-30T12:30:00+02:00,2021-09-30T13:15:00+02:00,Uitgevoerd,2020-2021,Tweede Kamer
4c50b6f3-8178-4c55-8756-0074ea525c6a,Vragenuur,Vragenuur,2023-12-19T14:00:00+01:00,2023-12-19T14:00:00+01:00,2023-12-19T15:00:00+01:00,Uitgevoerd,2023-2024,Tweede Kamer
49780652-3177-4d68-bc4a-00775a66c1cb,Commissiedebat,Spoorveiligheid en ERTMS - omgezet in een schriftelijk overleg,2025-09-03T10:00:00+02:00,2025-09-03T10:00:00+02:00,2025-09-03T13:00:00+02:00,Geannuleerd,2024-2025,Tweede Kamer
63883a12-9c11-49dc-a34a-00785b220d83,E-mailprocedure,Verzoek schriftelijk overleg over deelname aan Global Compact on Migration (GCM),2022-05-11T16:00:00+02:00,2022-05-11T16:00:00+02:00,2022-05-11T16:00:00+02:00,Uitgevoerd,2021-2022,Tweede Kamer
70125e0f-dccb-46f4-8e15-0078bf3905b3,Bijzondere procedure,Humanistisch Verbond aanbieden rapport 'Freedom of Thought',2016-12-13T16:00:00+01:00,2016-12-13T16:00:00+01:00,2016-12-13T17:00:00+01:00,Uitgevoerd,2016-2017,Tweede Kamer
dbb8a903-19b4-45e7-ad42-007900e8c5fb,Procedurevergadering,Procedurevergadering VWS,2018-06-06T10:15:00+02:00,2018-06-06T10:15:00+02:00,2018-06-06T11:30:00+02:00,Uitgevoerd,2017-2018,Tweede Kamer
62dfc818-f89f-4ae4-a3b3-0079c2765333,Hamerstukken,"Hamerstuk: Wijziging van het voorstel van wet tot samenvoeging van de gemeenten Boxmeer, Cuijk, Mill en Sint Hubert en Sint Anthonis (35842)",2021-06-17T10:15:00+02:00,2021-06-17T10:15:00+02:00,2021-06-17T10:16:00+02:00,Uitgevoerd,2020-2021,Tweede Kamer
294cacd8-db34-4ad9-90cb-007bec35219c,Algemeen overleg,Governance in de zorg,2016-03-17T14:00:00+01:00,2016-03-17T14:00:00+01:00,2016-03-17T17:00:00+01:00,Uitgevoerd,2015-2016,Tweede Kamer
30396c07-1966-4cb9-9939-007eb18a0974,Technische briefing,Ministerie SZW - Asbest,2021-10-14T14:00:00+02:00,2021-10-14T14:00:00+02:00,2021-10-14T15:00:00+02:00,Uitgevoerd,2021-2022,Tweede Kamer
8d3bf56f-4d87-43bd-8f9c-007f5db85a70,Bijzondere procedure,Ontvangst vijf Tibetaanse Parlementariërs uit India  ,2013-11-12T17:00:00+01:00,2013-11-12T17:00:00+01:00,2013-11-12T18:00:00+01:00,Uitgevoerd,2013-2014,Tweede Kamer
6b34198d-b89c-4de3-9e40-00800c27877b,E-mailprocedure,[E-MAILPROCEDURE] - Concept-profielschets vacature collegelid in buitengewone dienst Algemene Rekenkamer,2024-10-02T10:00:00+02:00,2024-10-02T10:00:00+02:00,2024-10-02T10:00:00+02:00,Uitgevoerd,2024-2025,Tweede Kamer
d8430a13-da96-4bef-bf95-0080bc87d0d3,Inbreng verslag (wetsvoorstel),"Instelling van de Adviesraad voor wetenschap, technologie en innovatie en wijziging van enkele wetten (Wet Adviesraad voor wetenschap, technologie en innovatie) ",2013-11-08T10:00:00+01:00,2013-11-08T10:00:00+01:00,2013-11-08T10:00:00+01:00,Uitgevoerd,2013-2014,Tweede Kamer
