Id,Soort,Onderwerp,Datum,Aanvangstijd,Eindtijd,Status,Vergaderjaar,Kamer
96463b03-2e7d-424f-aebc-00815e5e2900,Algemeen overleg,Afbreking zwangerschap (tot nader order uitgesteld),2013-10-03T10:00:00+02:00,2013-10-03T10:00:00+02:00,2013-10-03T12:30:00+02:00,Verplaatst,2013-2014,Tweede Kamer
730d70aa-2f81-47df-bbf7-0082386ea045,Inbreng schriftelijk overleg,RBZ/Ontwikkelingssamenwerking,2018-02-14T10:00:00+01:00,2018-02-14T10:00:00+01:00,2018-02-14T10:00:00+01:00,Uitgevoerd,2017-2018,Tweede Kamer
c1482f1d-c5c1-45f6-9c2a-0082c1493b33,Algemeen overleg,Staatsbosbeheer ,2011-10-26T16:30:00+02:00,2011-10-26T16:30:00+02:00,2011-10-26T18:30:00+02:00,Uitgevoerd,2011-2012,Tweede Kamer
c95c10fd-8b67-44f6-af68-00842d9b4bf4,Werkbezoek,World Water Forum Istanbul (18 t/m 20 maart 2009),2009-03-16T00:00:00+01:00,2009-03-16T00:00:00+01:00,2009-03-17T00:00:00+01:00,Uitgevoerd,2008-2009,Tweede Kamer
8b91adb7-7a28-4edc-968f-00854a833eae,Technische briefing,Evaluatie WIA,2011-04-07T10:00:00+02:00,2011-04-07T10:00:00+02:00,2011-04-07T11:00:00+02:00,Uitgevoerd,2010-2011,Tweede Kamer
0419494b-4914-4771-873f-008550aed9b1,Plenair debat (tweeminutendebat),VAO Maritiem (AO d.d. 17/05),2018-05-31T10:15:00+02:00,2018-05-31T10:15:00+02:00,2018-05-31T10:35:00+02:00,Uitgevoerd,2017-2018,Tweede Kamer
cebfed7d-b0ff-455e-a193-0087d9f42323,E-mailprocedure,Verzoek gezamenlijk algemeen overleg over digitalisering met commissie BiZa,2020-06-12T17:00:00+02:00,2020-06-12T17:00:00+02:00,2020-06-12T17:00:00+02:00,Uitgevoerd,2019-2020,Tweede Kamer
cef1ce4d-7b73-4bfc-a0f9-0089026ac71f,Inbreng schriftelijk overleg,Heffing door Buma/Stemra op het particuliere gebruik muziekvideo's op internet (29838-21),2009-12-10T14:00:00+01:00,2009-12-10T14:00:00+01:00,2009-12-10T14:00:00+01:00,Uitgevoerd,2009-2010,Tweede Kamer
2edc9c9f-7d2d-41b0-a33c-008a0e943131,Regeling van werkzaamheden,Regeling van werkzaamheden,2017-09-14T13:15:00+02:00,2017-09-14T13:15:00+02:00,2017-09-14T13:30:00+02:00,Uitgevoerd,2016-2017,Tweede Kamer
e05f9856-b57c-4491-86ec-008b4052226d,Hamerstukken,Hamerstuk: Incidentele suppletoire begroting OCW (32609 VIII) ,2011-06-09T14:15:00+02:00,2011-06-09T14:15:00+02:00,2011-06-09T23:59:00+02:00,Uitgevoerd,2010-2011,Tweede Kamer
bd486a42-4eb6-46f4-8870-008e5c658130,Procedurevergadering,Procedurevergadering,2011-04-27T13:00:00+02:00,2011-04-27T13:00:00+02:00,2011-04-27T13:30:00+02:00,Uitgevoerd,2010-2011,Tweede Kamer
1ad2514b-865f-436e-8b7e-008f7b5d3b79,Hoorzitting,Hoorzitting TCU,2020-11-09T13:00:00+01:00,2020-11-09T13:00:00+01:00,2020-11-09T14:00:00+01:00,Uitgevoerd,2020-2021,Tweede Kamer
2b9d94ec-3aab-4c35-aeb3-009267b4cef1,Commissiedebat,Ziekenhuiszorg (tot nader order uitgesteld),2023-06-29T13:00:00+02:00,2023-06-29T13:00:00+02:00,2023-06-29T17:00:00+02:00,Verplaatst,2021-2022,Tweede Kamer
39bb871c-275c-49a2-b697-0094178b9b18,Inbreng feitelijke vragen,Vijf studies luchtvaart ,2019-03-26T12:00:00+01:00,2019-03-26T12:00:00+01:00,2019-03-26T12:00:00+01:00,Uitgevoerd,2018-2019,Tweede Kamer
6d90bcb1-ba68-4845-887d-0094ee23843c,Plenair debat (debat),Debat over de ontwikkelingen rondom het coronavirus,2021-08-18T15:15:00+02:00,2021-08-18T15:15:00+02:00,2021-08-18T22:00:00+02:00,Uitgevoerd,2020-2021,Tweede Kamer
ca46a503-275a-4fee-b843-0095aba87557,Gesprek,Besloten gesprek,2018-02-07T16:30:00+01:00,2018-02-07T16:30:00+01:00,2018-02-07T17:30:00+01:00,Uitgevoerd,2017-2018,Tweede Kamer
c3870b60-29eb-44c7-9c27-00964707ced7,Inbreng feitelijke vragen,30e voortgangsrapportage Zandmaas/Grensmaas,2016-10-12T12:00:00+02:00,2016-10-12T12:00:00+02:00,2016-10-12T12:00:00+02:00,Uitgevoerd,2015-2016,Tweede Kamer
e9a9edf2-4ece-4d75-9c00-009656041d0a,Technische briefing,Update coronavirus,2021-02-04T09:00:00+01:00,2021-02-04T09:00:00+01:00,2021-02-04T10:30:00+01:00,Uitgevoerd,2020-2021,Tweede Kamer
c60c54f6-c43a-46a9-adf9-009657f3588a,E-mailprocedure,[E-MAILPROCEDURE] Verzoek van het lid Agema (PVV) om een SO over te houden over de Voorhang doorontwikkeling van bekostiging wijkverpleging op basis van cliëntprofielen volgens het Draagkracht Draaglast model | Uw reactie graag uiterlijk morgen om 12 uur,2023-06-16T12:00:00+02:00,2023-06-16T12:00:00+02:00,2023-06-16T12:00:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
615692a4-5da1-467e-ac11-009685e30817,E-mailprocedure,Verzoek inplannen AO Post direct na zomerreces en geen onomkeerbare stappen beleidsregel post,2016-07-19T14:00:00+02:00,2016-07-19T14:00:00+02:00,2016-07-19T14:00:00+02:00,Uitgevoerd,2015-2016,Tweede Kamer
b59c4e76-9966-4ed3-9ef5-0096e00f3f5e,Plenair debat (wetgeving),"Begroting Economische Zaken, Landbouw en Innovatie (rest) ",2010-11-24T16:45:00+01:00,2010-11-24T16:45:00+01:00,,Uitgevoerd,2010-2011,Tweede Kamer
3ebd3fe1-fab5-4a6d-9915-0099f79e3e20,Rondetafelgesprek,Rondetafelgesprek Deltawet waterveiligheid en zoetwatervoorziening (geannuleerd),2010-03-10T10:00:00+01:00,2010-03-10T10:00:00+01:00,2010-03-10T13:15:00+01:00,Geannuleerd,2009-2010,Tweede Kamer
5a45fd62-d8c9-46bb-9fa5-009a3c3caf85,Inbreng feitelijke vragen,Jaarverslag Ministerie van Sociale Zaken en Werkgelegenheid 2012 (33605-XV-1),2013-05-23T14:00:00+02:00,2013-05-23T14:00:00+02:00,2013-05-23T14:00:00+02:00,Uitgevoerd,2012-2013,Tweede Kamer
ef8bed5f-c7c4-454a-a44c-009b5fa16c3b,Vergadering,Parlementaire Assemblee Raad van Europa - Presidential Committee,2018-03-15T09:00:00+01:00,2018-03-15T09:00:00+01:00,2018-03-15T17:00:00+01:00,Uitgevoerd,2017-2018,Eerste Kamer en Tweede Kamer
a052fb4d-f978-4019-a562-009ba0419b0a,Werkbezoek,ICM over de Rechtsstaat in de Europese Unie,2025-12-11T09:00:00+01:00,2025-12-11T09:00:00+01:00,2025-12-11T13:00:00+01:00,Uitgevoerd,2024-2025,Tweede Kamer
bc82b6ef-a77c-4324-97ab-009fe6138881,Inbreng feitelijke vragen,Rapport Resultaten verantwoordingsonderzoek 2021 bij het Provinciefonds (vragen aan de Algemene Rekenkamer) (36100-C-2),2022-05-25T14:00:00+02:00,2022-05-25T14:00:00+02:00,2022-05-25T14:00:00+02:00,Uitgevoerd,2021-2022,Tweede Kamer
c4d4b60d-ed12-402f-b6d2-00a06bdb2378,Plenair debat (tweeminutendebat),VAO Transportraad 8-9 juni 2017 (AO d.d. 24/05),2017-06-01T17:15:00+02:00,2017-06-01T17:15:00+02:00,2017-06-01T17:35:00+02:00,Uitgevoerd,2016-2017,Tweede Kamer
44d428ae-834d-402d-8ebc-00a10c307b40,Inbreng schriftelijk overleg,"Evaluatie beleidsregel ""Innovatie ten behoeve van nieuwe zorgprestaties"" - 32620-179",2016-10-25T16:00:00+02:00,2016-10-25T16:00:00+02:00,2016-10-25T16:00:00+02:00,Uitgevoerd,2016-2017,Tweede Kamer
5a3ebea8-75b5-49fb-ba92-00a57e2aef00,Commissiedebat,Gevangeniswezen en tbs (verplaatst naar 15 juni 2022),2022-04-06T10:00:00+02:00,2022-04-06T10:00:00+02:00,2022-04-06T13:00:00+02:00,Verplaatst,2021-2022,Tweede Kamer
a24a5872-b0c1-4388-acad-00a6b5302e04,Algemeen overleg,SMS-diensten,2010-01-27T10:00:00+01:00,2010-01-27T10:00:00+01:00,2010-01-27T12:00:00+01:00,Uitgevoerd,2009-2010,Tweede Kamer
72a2ba6f-8dd0-4b62-8f40-00a6e17d3def,Plenair debat (tweeminutendebat),VAO Huisvesting doelgroepen (AO d.d. 02/12),2015-12-10T10:15:00+01:00,2015-12-10T10:15:00+01:00,2015-12-10T23:59:00+01:00,Uitgevoerd,2015-2016,Tweede Kamer
43b33005-249a-4de8-be5c-00a78a75df53,E-mailprocedure,[E-MAILPROCEDURE] Voorstel Ziengs (VVD) om omzettingstabel van huidige wetten naar Omgevingswet ,2019-06-24T12:00:00+02:00,2019-06-24T12:00:00+02:00,2019-06-24T12:00:00+02:00,Uitgevoerd,2018-2019,Tweede Kamer
1acf6a29-692d-4281-b7c6-00a862ab9e14,Stemmingen,Stemmingen,2012-03-13T15:05:00+01:00,2012-03-13T15:05:00+01:00,2012-03-13T23:59:00+01:00,Uitgevoerd,2011-2012,Tweede Kamer
29febba0-c21f-4b64-bf35-00a88e816990,Hamerstukken,Hamerstuk: Wijziging van de Wegenverkeerswet 1994 en de Wet rijonderricht motorrijtuigen 1993 in verband met de implementatie van de derde rijbewijsrichtlijn (32830),2011-12-22T10:14:00+01:00,2011-12-22T10:14:00+01:00,2011-12-22T23:59:00+01:00,Uitgevoerd,2011-2012,Tweede Kamer
c4aada8d-5290-431c-bc48-00a8bb09623e,E-mailprocedure,Verzoek van het lid Kathmann (GL-PvdA) om het commissiedebat Telecomraad (Formeel) op 3 juni 2025 om te zetten in een schriftelijk overleg ,2025-06-03T12:00:00+02:00,2025-06-03T12:00:00+02:00,2025-06-03T12:00:00+02:00,Uitgevoerd,2024-2025,Tweede Kamer
9dacc94c-555d-4fbe-9f58-00a9e8e281bb,Algemeen overleg,Biotechnologie en Tuinbouw (geannuleerd),2020-10-07T09:30:00+02:00,2020-10-07T09:30:00+02:00,2020-10-07T12:30:00+02:00,Verplaatst,2019-2020,Tweede Kamer
34eff683-f825-4134-9c5b-00aa82668e2b,Plenair debat (dertigledendebat),Dertigledendebat over een stiekeme verhoging van de feitelijke belastingtarieven,2019-09-23T00:00:00+02:00,,,Geannuleerd,2018-2019,Tweede Kamer
10c0028d-b689-4fa9-8bad-00ab0296ea96,Plenair debat (tweeminutendebat),VAO Oprichting Stichting Depositogarantiefonds (AO d.d. 28/11),2012-12-20T09:25:00+01:00,2012-12-20T09:25:00+01:00,2012-12-20T23:59:00+01:00,Uitgevoerd,2012-2013,Tweede Kamer
a45c4a30-ef6e-4a45-9a60-00abf2ebdd92,Inbreng verslag (wetsvoorstel),"Wijziging van de Telecommunicatiewet in verband met de versterking van de positie van abonnees bij netwerkstoringen, het wegnemen van overstapdrempels voor kleinzakelijke abonnees, de verbetering van de continuïteit van uitzendingen vanaf antenne-opstelpunten voor omroep, alsmede ter versterking van de samenhang en het beleid op het terrein van elektronische communicatie (versterking telecommunicatiebeleid) (34271)",2015-10-08T12:00:00+02:00,2015-10-08T12:00:00+02:00,2015-10-08T12:00:00+02:00,Uitgevoerd,2015-2016,Tweede Kamer
e5033bd2-4c36-41f0-992b-00acda64e4d1,E-mailprocedure,Verzoek van het lid Paternotte om de regering een nieuw OMT-advies te vragen: uw reactie uiterlijk hedenmiddag 18.00 uur. ,2021-07-06T18:00:00+02:00,2021-07-06T18:00:00+02:00,2021-07-06T18:00:00+02:00,Uitgevoerd,2020-2021,Tweede Kamer
6d8bf482-42f0-4b26-b70b-00ad720661a6,Inbreng feitelijke vragen,Rapport bij de Nationale verklaring 2018  (vragen gesteld aan de Algemene Rekenkamer) ,2018-05-24T14:00:00+02:00,2018-05-24T14:00:00+02:00,2018-05-24T14:00:00+02:00,Uitgevoerd,2017-2018,Tweede Kamer
5b27f77e-5ab7-42de-a1eb-00afeb2f19ad,Algemeen overleg,"OV, taxi en OV-chipkaart",2013-10-01T16:00:00+02:00,2013-10-01T16:00:00+02:00,2013-10-01T19:00:00+02:00,Uitgevoerd,2013-2014,Tweede Kamer
73bde594-acb7-4e29-8892-00b003973a62,Werkbezoek,Parlementaire Assemblee Raad van Europa - Committee on the election of judges to the ECtHR ,2024-06-10T09:00:00+02:00,2024-06-10T09:00:00+02:00,2024-06-11T17:00:00+02:00,Uitgevoerd,2023-2024,Eerste Kamer en Tweede Kamer
235143e1-6832-4154-94bb-00b11f21985b,Rondetafelgesprek,Geïntegreerde politietrainingsmissie in Afghanistan,2011-01-24T10:00:00+01:00,2011-01-24T10:00:00+01:00,2011-01-24T19:30:00+01:00,Uitgevoerd,2010-2011,Tweede Kamer
256d8881-fb83-4a05-9362-00b55572b78a,Rondetafelgesprek,Rondetafelgesprek Bewezen effectieve methoden basisvaardigheden,2023-05-17T13:30:00+02:00,2023-05-17T13:30:00+02:00,2023-05-17T15:45:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
adac9261-7c2f-4be0-b243-00b685a62f23,Technische briefing,Besloten technische briefing inzake evaluatie Comptabiliteitswet (per videoverbinding),2022-02-16T10:00:00+01:00,2022-02-16T10:00:00+01:00,2022-02-16T11:00:00+01:00,Uitgevoerd,2021-2022,Tweede Kamer
74e38c25-81b5-4542-9d6d-00b6b274a8f5,Regeling van werkzaamheden,Aansluitend aan de Stemmingen: Regeling van werkzaamheden ,2015-04-09T14:35:00+02:00,2015-04-09T14:35:00+02:00,2015-04-09T23:59:00+02:00,Uitgevoerd,2014-2015,Tweede Kamer
e45d3ce1-9274-454e-9252-00b71e4836c6,Commissiedebat,"Elektriciteitsnet, energie-infrastructuur & RES",2023-03-09T13:30:00+01:00,2023-03-09T13:30:00+01:00,2023-03-09T18:30:00+01:00,Uitgevoerd,2022-2023,Tweede Kamer
46c00708-d18a-4f01-8c99-00b78768ef1a,Inbreng schriftelijk overleg,Illiquid Assets Back-up Facility in relatie tot verkoop van ING Direct US ,2011-09-08T14:00:00+02:00,2011-09-08T14:00:00+02:00,2011-09-08T14:00:00+02:00,Uitgevoerd,2010-2011,Tweede Kamer
e7216b51-9884-4594-ac60-00b7a4ff0239,E-mailprocedure," [E-MAILPROCEDURE] Verzoek van het lid Baudet (FVD) om ontbrekende stukken uit de Bundel documenten MCEN-verzoek (Kamerstuk 35334, nr. 366) alsnog aan de Kamer te sturen ",2025-05-20T13:00:00+02:00,2025-05-20T13:00:00+02:00,2025-05-20T13:00:00+02:00,Uitgevoerd,2024-2025,Tweede Kamer
44bfced9-fc81-4b02-bb20-00b83bf990a6,Inbreng feitelijke vragen,Voorjaarsnota 2013,2013-06-13T14:00:00+02:00,2013-06-13T14:00:00+02:00,2013-06-13T14:00:00+02:00,Uitgevoerd,2012-2013,Tweede Kamer
3c890940-ce93-4cae-abc9-00b983ed9262,Inbreng schriftelijk overleg,Toezeggingen naar aanleiding van het Algemeen Overleg Bestuursovereenkomst Friese taal en cultuur (BFTK) van 26 juni 2019 (TK 35300-VII-94),2020-01-23T14:00:00+01:00,2020-01-23T14:00:00+01:00,2020-01-23T14:00:00+01:00,Uitgevoerd,2019-2020,Tweede Kamer
286fd005-09f5-4b4f-9f91-00bb17803254,Regeling van werkzaamheden,Aanvang middagvergadering: Regeling van werkzaamheden,2017-09-20T14:05:00+02:00,2017-09-20T14:05:00+02:00,2017-09-20T14:15:00+02:00,Uitgevoerd,2016-2017,Tweede Kamer
dfa8e177-9f98-40dc-9238-00bf429d617d,E-mailprocedure,Voorstel van het lid Van der Plas (BBB) om het commissiedebat Zoönosen en dierziekten van 27/11 uit te stellen,2025-11-20T12:00:00+01:00,2025-11-20T12:00:00+01:00,2025-11-20T12:00:00+01:00,Uitgevoerd,2025-2026,Tweede Kamer
e153e058-f41b-4925-a4c7-00bf717e7d56,Gesprek,Begeleidingscommissie rapporteur witboek pensioenen (verplaatst naar 25 oktober),2012-10-11T14:00:00+02:00,2012-10-11T14:00:00+02:00,2012-10-11T15:00:00+02:00,Geannuleerd,2012-2013,Tweede Kamer
04705591-f916-46f5-92d1-00bff9b2da37,Inbreng schriftelijk overleg,Herziening Verordening CO2-emissies vrachtwagens en bussen ,2023-04-12T12:00:00+02:00,2023-04-12T12:00:00+02:00,2023-04-12T12:00:00+02:00,Uitgevoerd,2022-2023,Tweede Kamer
ef0151af-0709-4a1f-bb8f-00c030a7d3bc,Plenair debat (debat),Debat over de wijze waarop de coalitie met het ontvallen van de meerderheid denkt om te gaan,2019-10-16T19:15:00+02:00,2019-10-16T19:15:00+02:00,2019-10-16T20:45:00+02:00,Uitgevoerd,2019-2020,Tweede Kamer
69748d95-b89b-41c3-b29e-00c033fb63ae,Algemeen overleg,Evaluatie Zorginstituut Nederland,2015-06-11T14:00:00+02:00,2015-06-11T14:00:00+02:00,2015-06-11T17:00:00+02:00,Uitgevoerd,2014-2015,Tweede Kamer
a84c84f3-ba0d-4c51-85ee-00c0408578e2,Procedurevergadering,Vergadering Commissie Werkwijze,2011-12-07T10:15:00+01:00,2011-12-07T10:15:00+01:00,2011-12-07T11:45:00+01:00,Uitgevoerd,2011-2012,Tweede Kamer
1cfe3c97-3333-4945-9522-00c365a11eb2,E-mailprocedure,Verzoek van het lid Belhaj aan de minister van Defensie om een feitenrelaas inzake transparantie burgerslachtoffers bij luchtaanvallen ,2019-11-06T10:00:00+01:00,2019-11-06T10:00:00+01:00,2019-11-06T10:00:00+01:00,Uitgevoerd,2019-2020,Tweede Kamer
9aec561c-dace-49dd-bec6-00c36e115043,Vergadering,Kunstcommissie,2019-06-06T09:00:00+02:00,2019-06-06T09:00:00+02:00,2019-06-06T10:00:00+02:00,Uitgevoerd,2018-2019,Tweede Kamer
16e422f0-2b3c-44ad-94ec-00c3d2249be4,Vergadering,Voorbereidingsgroep RTG Kweekvlees en vleesvervangers,2018-06-21T14:15:00+02:00,2018-06-21T14:15:00+02:00,2018-06-21T14:45:00+02:00,Uitgevoerd,2017-2018,Tweede Kamer
eae96f10-121a-4783-ba59-00c4283662f5,Plenair debat (tweeminutendebat),VSO Ontwerpbesluit ter waarborging van een goede verhouding tussen de prijs voor de levering van een voorziening (34504-2),2016-11-01T17:10:00+01:00,2016-11-01T17:10:00+01:00,2016-11-01T23:59:00+01:00,Uitgevoerd,2016-2017,Tweede Kamer
160ae4da-dcce-47b0-8cb0-00c5b0df2a3f,Regeling van werkzaamheden,Aanvang middagvergadering; Regeling van werkzaamheden,2019-06-13T13:10:00+02:00,2019-06-13T13:10:00+02:00,2019-06-13T13:30:00+02:00,Uitgevoerd,2018-2019,Tweede Kamer
