speaker_party_clean,negative,positive
CDA,0.4974986103390773,0.5025013896609227
ChristenUnie,0.24124513618677043,0.7587548638132295
D66,0.3514323784143904,0.6485676215856095
GroenLinks,0.3,0.7
Other,0.25936768149882905,0.740632318501171
PVV,0.2854251012145749,0.7145748987854251
PvdA,0.20903387703889587,0.7909661229611041
PvdD,0.5341296928327645,0.4658703071672355
SGP,0.2943786982248521,0.7056213017751479
SP,0.38011192423590184,0.6198880757640981
VVD,0.5029976019184652,0.4970023980815348
