speaker_party_clean,most_common_category,share
CDA,afternoon,0.8988326848249028
ChristenUnie,afternoon,0.7392996108949417
D66,afternoon,0.9586942038640907
GroenLinks,afternoon,0.6784
Other,afternoon,0.7955503512880562
PVV,afternoon,0.7388663967611336
PvdA,afternoon,0.9089084065244668
PvdD,evening,0.5136518771331058
SGP,evening,0.5325443786982249
SP,afternoon,0.7653895824365046
VVD,afternoon,0.5015987210231815
